Flat profile:

Each sample counts as 0.001 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       7/26          show_filelist(bool) [3]
                0.00    0.00      19/26          go_UpOneDir(std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >&, PMC_LIST&, unsigned int&, unsigned int&) [72]
[3521]   0.0    0.00    0.00      26         PMC_LIST::select_item(unsigned int, unsigned int&, unsigned int&) [3521]
-----------------------------------------------
                0.00    0.00       4/25          std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_check_len(unsigned int, char const*) const [177]
                0.00    0.00      21/25          std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_check_len(unsigned int, char const*) const [169]
[3522]   0.0    0.00    0.00      25         unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [3522]
-----------------------------------------------
                0.00    0.00       7/18          PMC_SETTINGS::refresh() [51]
                0.00    0.00      11/18          int pmc_minmax<int>(int, int, int) [82]
[3523]   0.0    0.00    0.00      18         int pmc_max<int>(int, int) [3523]
-----------------------------------------------
                0.00    0.00       3/17          __static_initialization_and_destruction_0(int, int) [3552]
                0.00    0.00       6/17          __static_initialization_and_destruction_0(int, int) [3551]
                0.00    0.00       8/17          __static_initialization_and_destruction_0(int, int) [3555]
[3524]   0.0    0.00    0.00      17         Pmc_ImageTile::Pmc_ImageTile() [3524]
-----------------------------------------------
                0.00    0.00      14/14          Pmc_Image::Pmc_Image(int, int, unsigned int) [99]
[3525]   0.0    0.00    0.00      14         get_nextpow2(unsigned int) [3525]
-----------------------------------------------
                0.00    0.00       5/13          show_notdone() [62]
                0.00    0.00       8/13          main [1]
[3526]   0.0    0.00    0.00      13         Pmc_Ctrl::flush(bool) [3526]
-----------------------------------------------
                0.00    0.00       1/13          std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_erase_at_end(NEEDED_EXT*) [124]
                0.00    0.00      12/13          std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_insert_aux(__gnu_cxx::__normal_iterator<NEEDED_EXT*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >, NEEDED_EXT const&) [65]
[3527]   0.0    0.00    0.00      13         std::_Vector_base<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_get_Tp_allocator() [3527]
-----------------------------------------------
                0.00    0.00       4/12          __gnu_cxx::new_allocator<NEEDED_EXT>::allocate(unsigned int, void const*) [3536]
                0.00    0.00       8/12          std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::max_size() const [3532]
[3528]   0.0    0.00    0.00      12         __gnu_cxx::new_allocator<NEEDED_EXT>::max_size() const [3528]
-----------------------------------------------
                0.00    0.00      11/11          main [1]
[3529]   0.0    0.00    0.00      11         prev_submenu(int) [3529]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_insert_aux(__gnu_cxx::__normal_iterator<NEEDED_EXT*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >, NEEDED_EXT const&) [65]
[3530]   0.0    0.00    0.00       8         __gnu_cxx::__normal_iterator<NEEDED_EXT*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >::base() const [3530]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::max_size() const [3532]
[3531]   0.0    0.00    0.00       8         std::_Vector_base<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_get_Tp_allocator() const [3531]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_check_len(unsigned int, char const*) const [177]
[3532]   0.0    0.00    0.00       8         std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::max_size() const [3532]
                0.00    0.00       8/8           std::_Vector_base<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_get_Tp_allocator() const [3531]
                0.00    0.00       8/12          __gnu_cxx::new_allocator<NEEDED_EXT>::max_size() const [3528]
-----------------------------------------------
                0.00    0.00       7/7           main [1]
[3533]   0.0    0.00    0.00       7         Pmc_Image::~Pmc_Image() [3533]
-----------------------------------------------
                0.00    0.00       6/6           PMC_PLAYER::seek(long long) [137]
[3534]   0.0    0.00    0.00       6         AUDIO_DECODERS::flush(AVCodecContext*) [3534]
-----------------------------------------------
                0.00    0.00       4/4           show_nowplaying(char const*, char const*) [4]
[3535]   0.0    0.00    0.00       4         PMC_PLAYER::pause() [3535]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_allocate(unsigned int) [3538]
[3536]   0.0    0.00    0.00       4         __gnu_cxx::new_allocator<NEEDED_EXT>::allocate(unsigned int, void const*) [3536]
                0.00    0.00       4/12          __gnu_cxx::new_allocator<NEEDED_EXT>::max_size() const [3528]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::end() [3539]
[3537]   0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<NEEDED_EXT*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >::__normal_iterator(NEEDED_EXT* const&) [3537]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_insert_aux(__gnu_cxx::__normal_iterator<NEEDED_EXT*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >, NEEDED_EXT const&) [65]
[3538]   0.0    0.00    0.00       4         std::_Vector_base<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_allocate(unsigned int) [3538]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<NEEDED_EXT>::allocate(unsigned int, void const*) [3536]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::push_back(NEEDED_EXT const&) [63]
[3539]   0.0    0.00    0.00       4         std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::end() [3539]
                0.00    0.00       4/4           __gnu_cxx::__normal_iterator<NEEDED_EXT*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >::__normal_iterator(NEEDED_EXT* const&) [3537]
-----------------------------------------------
                0.00    0.00       3/3           show_filelist(bool) [3]
[3540]   0.0    0.00    0.00       3         PMC_LIST::PMC_LIST(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float, float, float, float, float) [3540]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<DIR_ENTRY>::allocator() [3543]
[3541]   0.0    0.00    0.00       3         __gnu_cxx::new_allocator<DIR_ENTRY>::new_allocator() [3541]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<DIR_ENTRY>::~allocator() [3544]
[3542]   0.0    0.00    0.00       3         __gnu_cxx::new_allocator<DIR_ENTRY>::~new_allocator() [3542]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_Vector_impl::_Vector_impl() [3545]
[3543]   0.0    0.00    0.00       3         std::allocator<DIR_ENTRY>::allocator() [3543]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<DIR_ENTRY>::new_allocator() [3541]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_Vector_impl::~_Vector_impl() [3546]
[3544]   0.0    0.00    0.00       3         std::allocator<DIR_ENTRY>::~allocator() [3544]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<DIR_ENTRY>::~new_allocator() [3542]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_Vector_base() [3547]
[3545]   0.0    0.00    0.00       3         std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_Vector_impl::_Vector_impl() [3545]
                0.00    0.00       3/3           std::allocator<DIR_ENTRY>::allocator() [3543]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::~_Vector_base() [167]
[3546]   0.0    0.00    0.00       3         std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_Vector_impl::~_Vector_impl() [3546]
                0.00    0.00       3/3           std::allocator<DIR_ENTRY>::~allocator() [3544]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::vector() [3548]
[3547]   0.0    0.00    0.00       3         std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_Vector_base() [3547]
                0.00    0.00       3/3           std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_Vector_impl::_Vector_impl() [3545]
-----------------------------------------------
                0.00    0.00       3/3           show_filelist(bool) [3]
[3548]   0.0    0.00    0.00       3         std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::vector() [3548]
                0.00    0.00       3/3           std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_Vector_base() [3547]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::begin() const [3574]
                0.00    0.00       1/2           std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::end() const [3573]
[3549]   0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >::__normal_iterator(NEEDED_EXT const* const&) [3549]
-----------------------------------------------
                0.00    0.00       2/2           bool __gnu_cxx::operator==<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >(__gnu_cxx::__normal_iterator<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > > const&, __gnu_cxx::__normal_iterator<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > > const&) [3572]
[3550]   0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >::base() const [3550]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to topbar_tile [3588]
[3551]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [3551]
                0.00    0.00       6/17          Pmc_ImageTile::Pmc_ImageTile() [3524]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to list_bkg [3583]
[3552]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [3552]
                0.00    0.00       3/17          Pmc_ImageTile::Pmc_ImageTile() [3524]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to settings [3586]
[3553]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [3553]
                0.00    0.00       1/1           PMC_SETTINGS::PMC_SETTINGS() [3563]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to player [3584]
[3554]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [3554]
                0.00    0.00       1/1           PMC_PLAYER::PMC_PLAYER() [3562]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to player_icons [3585]
[3555]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [3555]
                0.00    0.00       8/17          Pmc_ImageTile::Pmc_ImageTile() [3524]
-----------------------------------------------
                0.00    0.00       1/1           global constructors keyed to state [3587]
[3556]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [3556]
                0.00    0.00       1/1           PMC_STATE::PMC_STATE() [3567]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[3557]   0.0    0.00    0.00       1         term_gu() [3557]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[3558]   0.0    0.00    0.00       1         init_font() [3558]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[3559]   0.0    0.00    0.00       1         term_font() [3559]
-----------------------------------------------
                0.00    0.00       1/1           show_filelist(bool) [3]
[3560]   0.0    0.00    0.00       1         check_drive(char const*) [3560]
-----------------------------------------------
                0.00    0.00       1/1           PMC_SETTINGS::refresh() [51]
[3561]   0.0    0.00    0.00       1         NEEDED_EXT::NEEDED_EXT() [3561]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [3554]
[3562]   0.0    0.00    0.00       1         PMC_PLAYER::PMC_PLAYER() [3562]
                0.00    0.00       1/1           AUDIO_DECODERS::AUDIO_DECODERS() [3565]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [3553]
[3563]   0.0    0.00    0.00       1         PMC_SETTINGS::PMC_SETTINGS() [3563]
                0.00    0.00       1/1           std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::vector() [3579]
-----------------------------------------------
                0.00    0.00       1/1           PMC_PLAYER::seek(long long) [137]
[3564]   0.0    0.00    0.00       1         AUDIO_DECODERS::seek(long long) [3564]
                0.00    0.00       1/1           sceWma_seek [182]
-----------------------------------------------
                0.00    0.00       1/1           PMC_PLAYER::PMC_PLAYER() [3562]
[3565]   0.0    0.00    0.00       1         AUDIO_DECODERS::AUDIO_DECODERS() [3565]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[3566]   0.0    0.00    0.00       1         PMC_FONT::~PMC_FONT() [3566]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [3556]
[3567]   0.0    0.00    0.00       1         PMC_STATE::PMC_STATE() [3567]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[3568]   0.0    0.00    0.00       1         VRAM_MNGR::get_dispbuf() [3568]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[3569]   0.0    0.00    0.00       1         VRAM_MNGR::set_drawbuf(void*) [3569]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[3570]   0.0    0.00    0.00       1         VRAM_MNGR::restore_drawbuf() [3570]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<NEEDED_EXT>::allocator() [3576]
[3571]   0.0    0.00    0.00       1         __gnu_cxx::new_allocator<NEEDED_EXT>::new_allocator() [3571]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::empty() const [3575]
[3572]   0.0    0.00    0.00       1         bool __gnu_cxx::operator==<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >(__gnu_cxx::__normal_iterator<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > > const&, __gnu_cxx::__normal_iterator<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > > const&) [3572]
                0.00    0.00       2/2           __gnu_cxx::__normal_iterator<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >::base() const [3550]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::empty() const [3575]
[3573]   0.0    0.00    0.00       1         std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::end() const [3573]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >::__normal_iterator(NEEDED_EXT const* const&) [3549]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::empty() const [3575]
[3574]   0.0    0.00    0.00       1         std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::begin() const [3574]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >::__normal_iterator(NEEDED_EXT const* const&) [3549]
-----------------------------------------------
                0.00    0.00       1/1           PMC_SETTINGS::refresh() [51]
[3575]   0.0    0.00    0.00       1         std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::empty() const [3575]
                0.00    0.00       1/1           std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::begin() const [3574]
                0.00    0.00       1/1           std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::end() const [3573]
                0.00    0.00       1/1           bool __gnu_cxx::operator==<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >(__gnu_cxx::__normal_iterator<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > > const&, __gnu_cxx::__normal_iterator<NEEDED_EXT const*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > > const&) [3572]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_Vector_impl::_Vector_impl() [3577]
[3576]   0.0    0.00    0.00       1         std::allocator<NEEDED_EXT>::allocator() [3576]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<NEEDED_EXT>::new_allocator() [3571]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_Vector_base() [3578]
[3577]   0.0    0.00    0.00       1         std::_Vector_base<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_Vector_impl::_Vector_impl() [3577]
                0.00    0.00       1/1           std::allocator<NEEDED_EXT>::allocator() [3576]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::vector() [3579]
[3578]   0.0    0.00    0.00       1         std::_Vector_base<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_Vector_base() [3578]
                0.00    0.00       1/1           std::_Vector_base<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_Vector_impl::_Vector_impl() [3577]
-----------------------------------------------
                0.00    0.00       1/1           PMC_SETTINGS::PMC_SETTINGS() [3563]
[3579]   0.0    0.00    0.00       1         std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::vector() [3579]
                0.00    0.00       1/1           std::_Vector_base<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_Vector_base() [3578]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.


Index by function name

  [43] global constructors keyed to ctrl (controls.cpp) [3566] PMC_FONT::~PMC_FONT() [110] void std::__iter_swap<true>::iter_swap<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > > >(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, __gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >)
  [82] int pmc_minmax<int>(int, int, int) [94] PMC_LIST::scroll_pos(unsigned int) [3538] std::_Vector_base<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_allocate(unsigned int)
  [11] show_topbar(char const*) [91] PMC_LIST::scroll_size(unsigned int) [3577] std::_Vector_base<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_Vector_impl::_Vector_impl()
 [3525] get_nextpow2(unsigned int) [3521] PMC_LIST::select_item(unsigned int, unsigned int&, unsigned int&) [70] std::_Vector_base<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_deallocate(NEEDED_EXT*, unsigned int)
  [27] image_vertex* gu_allocVert<image_vertex>(int) [87] PMC_LIST::show_scroll() [3527] std::_Vector_base<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_get_Tp_allocator()
  [35] shape_vertex* gu_allocVert<shape_vertex>(int) [161] PMC_LIST::up(unsigned int&, unsigned int&) [3578] std::_Vector_base<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_Vector_base()
 [3520] next_submenu(int)   [3507] PMC_LIST::down(unsigned int&, unsigned int&) [176] std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_allocate(unsigned int)
 [3529] prev_submenu(int)     [18] void PMC_LIST::print<DIR_ENTRY>(unsigned int, unsigned int, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >&) [3545] std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_Vector_impl::_Vector_impl()
  [62] show_notdone()       [3514] PMC_LIST::page_up(unsigned int&, unsigned int&) [3546] std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_Vector_impl::~_Vector_impl()
  [56] draw_fillRect(unsigned int, int, int, int, int) [3519] PMC_LIST::page_down(unsigned int&, unsigned int&) [138] std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_deallocate(DIR_ENTRY*, unsigned int)
  [78] get_imageSize(unsigned int, unsigned int, bool) [3540] PMC_LIST::PMC_LIST(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, float, float, float, float, float) [3510] std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_get_Tp_allocator()
  [30] image_vertex* gu_allocVertC<image_vertex>(int) [13] Pmc_Ctrl::read() [3547] std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_Vector_base()
 [168] set_callbacks()        [96] Pmc_Ctrl::wait(unsigned int, unsigned int const*) [167] std::_Vector_base<DIR_ENTRY, std::allocator<DIR_ENTRY> >::~_Vector_base()
   [3] show_filelist(bool)  [3526] Pmc_Ctrl::flush(bool) [164] std::__miter_base<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, false>::__b(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >)
  [39] draw_colorRect(unsigned int, unsigned int, unsigned int, unsigned int, int, int, int, int) [45] Pmc_Ctrl::Pmc_Ctrl() [178] std::__niter_base<__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, true>::__b(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >)
   [4] show_nowplaying(char const*, char const*) [69] DIR_ENTRY::DIR_ENTRY(DIR_ENTRY const&) [173] DIR_ENTRY* std::__copy_move_backward<false, false, std::random_access_iterator_tag>::__copy_move_b<DIR_ENTRY*, DIR_ENTRY*>(DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY*)
  [38] RGB(unsigned char, unsigned char, unsigned char, unsigned char) [108] DIR_ENTRY::DIR_ENTRY() [102] NEEDED_EXT* std::__uninitialized_copy<false>::uninitialized_copy<NEEDED_EXT*, NEEDED_EXT*>(NEEDED_EXT*, NEEDED_EXT*, NEEDED_EXT*)
 [3553] __static_initialization_and_destruction_0(int, int) (settings.cpp) [133] DIR_ENTRY::operator=(DIR_ENTRY const&) [120] DIR_ENTRY* std::__uninitialized_copy<false>::uninitialized_copy<DIR_ENTRY*, DIR_ENTRY*>(DIR_ENTRY*, DIR_ENTRY*, DIR_ENTRY*)
 [3551] __static_initialization_and_destruction_0(int, int) (topbar.cpp) [3567] PMC_STATE::PMC_STATE() [65] std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_insert_aux(__gnu_cxx::__normal_iterator<NEEDED_EXT*, std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> > >, NEEDED_EXT const&)
 [3552] __static_initialization_and_destruction_0(int, int) (filelist.cpp) [129] Pmc_Image::draw_strip(short, short) [124] std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::_M_erase_at_end(NEEDED_EXT*)
 [3555] __static_initialization_and_destruction_0(int, int) (now_playing.cpp) [117] Pmc_Image::invalidate() [3539] std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::end()
 [3556] __static_initialization_and_destruction_0(int, int) (callbacks.cpp) [32] Pmc_Image::isValid() [125] std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::clear()
  [44] __static_initialization_and_destruction_0(int, int) (controls.cpp) [98] Pmc_Image::swizzle() [63] std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::push_back(NEEDED_EXT const&)
 [3554] __static_initialization_and_destruction_0(int, int) (player.cpp) [99] Pmc_Image::Pmc_Image(int, int, unsigned int) [3579] std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::vector()
  [33] BGRA8(unsigned char, unsigned char, unsigned char, unsigned char) [3533] Pmc_Image::~Pmc_Image() [3517] std::vector<NEEDED_EXT, std::allocator<NEEDED_EXT> >::operator[](unsigned int)
  [42] RGBA8(unsigned char, unsigned char, unsigned char, unsigned char) [3568] VRAM_MNGR::get_dispbuf() [116] std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_insert_aux(__gnu_cxx::__normal_iterator<DIR_ENTRY*, std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> > >, DIR_ENTRY const&)
  [66] gu_end()             [3569] VRAM_MNGR::set_drawbuf(void*) [171] std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::_M_erase_at_end(DIR_ENTRY*)
 [3513] get_ext(char const*) [3570] VRAM_MNGR::restore_drawbuf() [3512] std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::end()
 [119] gu_init()              [76] __gnu_cxx::new_allocator<NEEDED_EXT>::deallocate(NEEDED_EXT*, unsigned int) [3515] std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::begin()
   [5] gu_sync()            [3536] __gnu_cxx::new_allocator<NEEDED_EXT>::allocate(unsigned int, void const*) [172] std::vector<DIR_ENTRY, std::allocator<DIR_ENTRY> >::clear()
